t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장신구타입;내구도;매입가;처분가;물리_최소공격력;물리_최대공격력;마법_방어력;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_가변 항목;가변 항목 최소;가변 항목 최대;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;봉인석중복장착여부;봉인된펠로우장착슬롯수;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;t_overrisematid1;t_overrisematid2;t_화폐설정id
AC0_1_23001;타락한 추종자의 목걸이;0.000000;30.000000;0.000000;44.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;33618.000000;3362.000000;0.000000;0.000000;87.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0041;AC0_EV_4_0_0039;Hero_0030_ne;ac_3_30;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_33001;얼음 군단장의 목걸이;0.000000;35.000000;0.000000;51.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;45977.000000;4598.000000;0.000000;0.000000;206.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0042;AC0_EV_4_0_0040;Hero_0035_ne;ac_3_35;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_23501;총사령관의 목걸이;0.000000;40.000000;0.000000;63.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;41421.000000;4143.000000;0.000000;0.000000;256.000000;(최대HP+,488);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0043;AC0_EV_4_0_0041;Hero_0040_ne;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_33501;요정의 목걸이;0.000000;10.000000;0.000000;16.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;77473.000000;7748.000000;0.000000;0.000000;38.000000;*;*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0044;AC0_EV_4_0_0042;Elite_0010_ne;ac_2_10;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_24001;습격자의 목걸이;0.000000;13.000000;0.000000;19.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;69796.000000;6980.000000;0.000000;0.000000;42.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0045;AC0_EV_4_0_0043;Elite_0010_ne;ac_2_13;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;13.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_1001;루비 반지;0.000000;10.000000;0.000000;13.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;969.000000;97.000000;0.000000;0.000000;15.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0046;AC0_EV_4_0_0044;Elite_0010_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_1141;왕국 기사의 반지;0.000000;14.000000;0.000000;23.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;1801.000000;181.000000;0.000000;0.000000;24.000000;(최대HP+,188);(allstat+,10);(이동속도%,3);*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0047;AC0_EV_4_0_0045;Hero_0010_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;14.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_1142;하카나스 영웅의 반지;0.000000;34.000000;0.000000;47.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;1801.000000;181.000000;0.000000;0.000000;48.000000;(최대HP+,368);(allstat+,20);(이동속도%,6);*;0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0048;AC0_EV_4_0_0046;Hero_0030_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;34.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2141;피로 물든 힘의 오닉스 반지;0.000000;20.000000;0.000000;25.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;6111.000000;612.000000;0.000000;0.000000;26.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0049;AC0_EV_4_0_0047;Elite_0020_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_2142;피로 물든 민첩의 오닉스 반지;0.000000;20.000000;0.000000;25.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;6111.000000;612.000000;0.000000;0.000000;26.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0050;AC0_EV_4_0_0048;Elite_0020_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_2143;피로 물든 지능의 오닉스 반지;0.000000;20.000000;0.000000;25.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;6111.000000;612.000000;0.000000;0.000000;26.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0051;AC0_EV_4_0_0049;Elite_0020_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_2141;한기서린 체력의 사파이어 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0052;AC0_EV_4_0_0050;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2142;한기서린 정신력의 사파이어 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0053;AC0_EV_4_0_0051;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2143;한기서린 힘의 사파이어 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0054;AC0_EV_4_0_0052;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2144;한기서린 민첩의 사파이어 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0055;AC0_EV_4_0_0053;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2145;한기서린 지능의 사파이어 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0056;AC0_EV_4_0_0054;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2261;물의 펜던트;0.000000;26.000000;0.000000;31.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;16193.000000;1620.000000;0.000000;0.000000;63.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0057;AC0_EV_4_0_0055;Elite_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;26.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_2262;강화된 물의 펜던트;0.000000;26.000000;0.000000;37.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;30287.000000;3029.000000;0.000000;0.000000;74.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0058;AC0_EV_4_0_0056;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;26.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2261;마음이 담긴 맹세의 반지;0.000000;26.000000;0.000000;31.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;11430.000000;1143.000000;0.000000;0.000000;31.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0059;AC0_EV_4_0_0057;Elite_0025_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;26.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_2262;영웅의 증표;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;19260.000000;1926.000000;0.000000;0.000000;36.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0060;AC0_EV_4_0_0058;Hero_0025_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_82151;강인한 용사의 물리 반지;0.000000;15.000000;0.000000;20.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;3698.000000;370.000000;0.000000;0.000000;22.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0061;AC0_EV_4_0_0059;Elite_0015_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_82152;강인한 용사의 마법 반지;0.000000;15.000000;0.000000;20.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;3698.000000;370.000000;0.000000;0.000000;22.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0062;AC0_EV_4_0_0060;Elite_0015_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_82151;강인한 용사의 물리 목걸이;0.000000;15.000000;0.000000;20.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;5239.000000;524.000000;0.000000;0.000000;44.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0063;AC0_EV_4_0_0061;Elite_0015_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_82152;강인한 용사의 마법 목걸이;0.000000;15.000000;0.000000;20.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;5239.000000;524.000000;0.000000;0.000000;44.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0064;AC0_EV_4_0_0062;Elite_0015_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_82251;전설의 물리 반지;0.000000;25.000000;0.000000;30.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;10298.000000;1030.000000;0.000000;0.000000;31.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0065;AC0_EV_4_0_0063;Elite_0025_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_82252;전설의 마법 반지;0.000000;25.000000;0.000000;30.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;10298.000000;1030.000000;0.000000;0.000000;31.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0066;AC0_EV_4_0_0064;Elite_0025_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_82251;전설의 물리 목걸이;0.000000;25.000000;0.000000;30.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;14588.000000;1459.000000;0.000000;0.000000;62.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0067;AC0_EV_4_0_0065;Elite_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_82252;전설의 마법 목걸이;0.000000;25.000000;0.000000;30.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;14588.000000;1459.000000;0.000000;0.000000;62.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0068;AC0_EV_4_0_0066;Elite_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_83251;노련한 영웅의 물리 반지;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;19260.000000;1926.000000;0.000000;0.000000;36.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0069;AC0_EV_4_0_0067;Hero_0025_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_83252;노련한 영웅의 마법 반지;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;19260.000000;1926.000000;0.000000;0.000000;36.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0070;AC0_EV_4_0_0068;Hero_0025_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_83251;노련한 영웅의 물리 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0071;AC0_EV_4_0_0069;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_83252;노련한 영웅의 마법 목걸이;0.000000;25.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0072;AC0_EV_4_0_0070;Hero_0025_ne;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_81101;물리 은 반지;0.000000;8.000000;0.000000;9.000000;GD_WR_TF;GD_WR_TF;*;1.000000;ri;30.000000;610.000000;61.000000;0.000000;0.000000;12.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0073;AC0_EV_4_0_0071;*;ac_1_8;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;8.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_0_81102;마법 은 반지;0.000000;8.000000;0.000000;9.000000;AC_WZ_PR_DO_MG;AC_WZ_PR_DO;*;1.000000;ri;30.000000;610.000000;61.000000;0.000000;0.000000;12.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0074;AC0_EV_4_0_0072;*;ac_1_8;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;8.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_1_81101;물리 은 목걸이;0.000000;8.000000;0.000000;9.000000;GD_WR_TF;GD_WR_TF;*;1.000000;ne;30.000000;865.000000;87.000000;0.000000;0.000000;24.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0075;AC0_EV_4_0_0073;*;ac_1_8;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;8.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_1_81102;마법 은 목걸이;0.000000;8.000000;0.000000;9.000000;AC_WZ_PR_DO_MG;AC_WZ_PR_DO;*;1.000000;ne;30.000000;865.000000;87.000000;0.000000;0.000000;24.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0076;AC0_EV_4_0_0074;*;ac_1_8;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;8.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_0_81201;물리 금 반지;0.000000;20.000000;0.000000;21.000000;GD_WR_TF;GD_WR_TF;*;1.000000;ri;30.000000;4308.000000;431.000000;0.000000;0.000000;22.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0077;AC0_EV_4_0_0075;*;ac_1_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_0_81202;마법 금 반지;0.000000;20.000000;0.000000;21.000000;AC_WZ_PR_DO_MG;AC_WZ_PR_DO;*;1.000000;ri;30.000000;4308.000000;431.000000;0.000000;0.000000;22.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0078;AC0_EV_4_0_0076;*;ac_1_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_1_81201;물리 금 목걸이;0.000000;20.000000;0.000000;21.000000;GD_WR_TF;GD_WR_TF;*;1.000000;ne;30.000000;6102.000000;611.000000;0.000000;0.000000;45.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0079;AC0_EV_4_0_0077;*;ac_1_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
AC0_1_81202;마법 금 목걸이;0.000000;20.000000;0.000000;21.000000;AC_WZ_PR_DO_MG;AC_WZ_PR_DO;*;1.000000;ne;30.000000;6102.000000;611.000000;0.000000;0.000000;45.000000;*;*;*;*;0.000000;0.000000;0.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0080;AC0_EV_4_0_0078;*;ac_1_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;100.000000;*;*;*
