t_key,t_korean,t_jpn,t_chinese,t_enu,t_f6,t_f7
^fedreampig97link4_buff_1_name^,^Fate: Defense Increase^,^^,^^,^^,^^,^^
^hallowpotion1_buff_1_name^,^Red Dream Essence^,^^,^^,^^,^^,^^
^hallowpotion2_buff_1_name^,^Blue Dream Essence^,^^,^^,^^,^^,^^
^hallowpotion3_buff_1_name^,^Green Dream Essence^,^^,^^,^^,^^,^^
^hallowpotion4_buff_1_name^,^Purple Dream Essence^,^^,^^,^^,^^,^^
^feicarobotg95_buff_1_name^,^Missle Impact^,^^,^^,^^,^^,^^
^feicarobotg96_buff_1_name^,^Guild Research^,^^,^^,^^,^^,^^
^feicarobotg97_buff_1_name^,^Laser^,^^,^^,^^,^^,^^
^feicarobotg98_buff_1_name^,^Target Locked^,^^,^^,^^,^^,^^
^feicarobotg99_buff_1_name^,^Nekobot's Algorythm^,^^,^^,^^,^^,^^
^feicarobotw95_buff_1_name^,^Missle Impact^,^^,^^,^^,^^,^^
^feicarobotw96_buff_1_name^,^Guild Research^,^^,^^,^^,^^,^^
^feicarobotw97_buff_1_name^,^Laser^,^^,^^,^^,^^,^^
^feicarobotw98_buff_1_name^,^Target Locked^,^^,^^,^^,^^,^^
^feicarobotw99_buff_1_name^,^Nekobot's Algorythm^,^^,^^,^^,^^,^^
^feicarobotp95_buff_1_name^,^Missle Impact^,^^,^^,^^,^^,^^
^feicarobotp96_buff_1_name^,^Guild Research^,^^,^^,^^,^^,^^
^feicarobotp97_buff_1_name^,^Laser^,^^,^^,^^,^^,^^
^feicarobotp98_buff_1_name^,^Target Locked^,^^,^^,^^,^^,^^
^feicarobotp99_buff_1_name^,^Nekobot's Algorythm^,^^,^^,^^,^^,^^
^feicarobotb95_buff_1_name^,^Missle Impact^,^^,^^,^^,^^,^^
^feicarobotb96_buff_1_name^,^Guild Research^,^^,^^,^^,^^,^^
^feicarobotb97_buff_1_name^,^Laser^,^^,^^,^^,^^,^^
^feicarobotb98_buff_1_name^,^Target Locked^,^^,^^,^^,^^,^^
^feicarobotb99_buff_1_name^,^Nekobot's Algorythm^,^^,^^,^^,^^,^^
^fepumpkintongue99_buff_1_name^,^Ho-Ho Lantern's Spirit^,^^,^^,^^,^^,^^
^golddragon00_buff_1_name^,^Goldiago's Spirit^,^^,^^,^^,^^,^^
^golddragon03_buff_1_name^,^Goldiago's Blessing^,^^,^^,^^,^^,^^
^goldfdragon02_buff_1_name^,^Golden Protection^,^^,^^,^^,^^,^^
^feskygod97link_buff_1_name^,^Struck by lightning^,^^,^^,^^,^^,^^
^feskygod98link_buff_1_name^,^Astral Enhancement^,^^,^^,^^,^^,^^
^feskygod99_buff_1_name^,^The Skygod's Benevolence^,^^,^^,^^,^^,^^
^feboneraptor99_buff_1_name^,^Revived Heart^,^^,^^,^^,^^,^^
^fecelestial99_buff_1_name^,^Celestial Aura^,^^,^^,^^,^^,^^
^fejpgri00_buff_2_name^,^Divine Embrace^,^^,^^,^^,^^,^^
^fegodwyvern03_buff_1_name^,^Dark Flames^,^^,^^,^^,^^,^^
^fegodwyvern99_buff_1_name^,^Divine Ascension^,^^,^^,^^,^^,^^
^fereaper01_buff_1_name^,^Nightmare^,^^,^^,^^,^^,^^
^fereaper99_buff_1_name^,^Dark Contract^,^^,^^,^^,^^,^^
^SetGD_div_7000_name^,^Awakened Divine Stalwart Set^,^^,^^,^^,^^,^^
^SetWR_div_7000_name^,^Awakened Divine Brutal Set^,^^,^^,^^,^^,^^
^SetTF_div_7000_name^,^Awakened Divine Veiled Set^,^^,^^,^^,^^,^^
^SetWZ_div_7000_name^,^Awakened Divine Elemental Set^,^^,^^,^^,^^,^^
^SetPR_div_7000_name^,^Awakened Divine Devout Set^,^^,^^,^^,^^,^^
^SetAC_div_7000_name^,^Awakened Divine Wild Set^,^^,^^,^^,^^,^^
^SetDO_div_7000_name^,^Awakened Divine Genuine Set^,^^,^^,^^,^^,^^
^SetMG_div_7000_name^,^Awakened Divine Chaotic Set^,^^,^^,^^,^^,^^
^SetGD_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetWR_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetTF_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetWZ_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetPR_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetAC_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetDO_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^SetMG_PvP_Style_name^,^Akeron's Supreme Ruler Set^,^^,^^,^^,^^,^^
^ex_0_0341_name^,^Fabled Mythical Emblem^,^^,^^,^^,^^,^^
^ex_0_0341_description^,^A special kind of emblem obtained from awakened dungeon bosses.<br>BRing them to <UI_G>Seratia in Hakains Crossing</UI_G> to exchange them for various rare items.^,^^,^^,^^,^^,^^
^Ex_0_0342_name^,^Infused Awakened Emblem^,^^,^^,^^,^^,^^
^Ex_0_0342_description^,^An item proving tHat you beat the strong rift creatures in the legendary dungeons.<br><UI_G>Exchange these at Belhira in Hakain's Crossing for special crafting materials needed for the Awakened Divine Armor Set</UI_G>.^,^^,^^,^^,^^,^^
^Ex_0_0343_name^,^Overcomer of Challenges Token^,^^,^^,^^,^^,^^
^Ex_0_0343_description^,^An item proving tHat you overcame the challengese of the Unknown Tower in Parnas Coast.<br><UI_G>Exchange these at Belhira in Hakain's Crossing for special crafting materials needed for the Awakened Divine Armor Set</UI_G>.^,^^,^^,^^,^^,^^
^Ex_0_0344_name^,^Supreme Ruler Emblem^,^^,^^,^^,^^,^^
^Ex_0_0344_description^,^An item proving tHat you defeated the Overseer Ortune.<br><UI_G>Exchange these at Belhira in Hakain's Crossing for special crafting materials needed for the Awakened Divine Armor Set</UI_G>.^,^^,^^,^^,^^,^^
^EX_0_0347_name^,^Magic Pumpkin Fragment^,^^,^^,^^,^^,^^
^Ex_0_0347_description^,^Obtained by defeating all sort of pumpkins around Hakain's Crossing.<br>BRing them to Pumpkin, the Halloween event NPC.^,^^,^^,^^,^^,^^
^EX_0_0348_name^,^Skygod Subjugation Token^,^^,^^,^^,^^,^^
^Ex_0_0348_description^,^A sign tHat you defeated the Skygod Revael.<br>Obtained from a quest, tHat can be accepted from the NPC Skygod Revael duRing the Divine Anniversary Event.^,^^,^^,^^,^^,^^
^EX_0_0349_name^,^Golden Fairydragon Scale^,^^,^^,^^,^^,^^
^Ex_0_0349_description^,^A golden Fairy Dragon scale, infused with spRing fairy energy.<br>BRing them to Rabbini Tammy in Hakain's Crossing.^,^^,^^,^^,^^,^^
^EX_0_0350_name^,^Intact Raptor Bone^,^^,^^,^^,^^,^^
^Ex_0_0350_description^,^An old bone, tHat still seems to have some life left in it.<br>Randomly obtained by defeating rare Skelliagos tHat can be found around the Akrat Plains' River of Revive.<br>BRing them to Pumpkin, the Halloween event NPC.^,^^,^^,^^,^^,^^
^Sb_gd_1_7000_name^,^Monster Expertise [Guardian]^,^^,^^,^^,^^,^^
^Sb_gd_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_wr_1_7000_name^,^Monster Expertise [Berserker]^,^^,^^,^^,^^,^^
^Sb_wr_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_tf_1_7000_name^,^Monster Expertise [Assassin]^,^^,^^,^^,^^,^^
^Sb_tf_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_wz_1_7000_name^,^Monster Expertise [Wizard]^,^^,^^,^^,^^,^^
^Sb_wz_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_pr_1_7000_name^,^Monster Expertise [Priest]^,^^,^^,^^,^^,^^
^Sb_pr_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_ac_1_7000_name^,^Monster Expertise [Ranger]^,^^,^^,^^,^^,^^
^Sb_ac_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_do_1_7000_name^,^Monster Expertise [Idol]^,^^,^^,^^,^^,^^
^Sb_do_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^Sb_mg_1_7000_name^,^Monster Expertise [Magician]^,^^,^^,^^,^^,^^
^Sb_mg_1_7000_description^,^Knowledge acquired by fighting countless difficult enemies allow you to recognize their weakspots.<br>Removes the limit for Critical Hit Chance.<br><br>Right-click to learn.^,^^,^^,^^,^^,^^
^area_f09_eyein_name^,^Volcanic Cave Entrance^,^^,^^,^^,^^,^^
^area_f09_eyeout_name^,^Volcanic Cave Entrance^,^^,^^,^^,^^,^^
^area_d22_awak_01_name^,^Izhora's Domain^,^^,^^,^^,^^,^^
^d01_notice_awak1^,^The door to the manor's kitchen has opened.^,^^,^^,^^,^^,^^
^d01_notice_awak2^,^The door to the manor's library has opened.^,^^,^^,^^,^^,^^
^d01_notice_awak3^,^The door to the manor's main hall has opened.^,^^,^^,^^,^^,^^
^d01_notice_awak4^,^The door to the count's chamber has opened.^,^^,^^,^^,^^,^^
^n_c01_olympic_007_name^,^Divine Anniversary Banquet^,^^,^^,^^,^^,^^
^EX_0_0360_name^,^Christmas Snowflake^,^^,^^,^^,^^,^^
^EX_0_0360_description^,^A special snowflake tHat only appears around the Christmas time.^,^^,^^,^^,^^,^^
^EX_0_0361_name^,^Magical Christmas Crystal^,^^,^^,^^,^^,^^
^EX_0_0361_description^,^A magical crystal tHat belongs to the Celestial Pegasus.<br>With this she bRings happines and joy to all the people in Middelas duRing the Christmas time.^,^^,^^,^^,^^,^^
^EX_0_0364_name^,^Wooden Planks^,^^,^^,^^,^^,^^
^EX_0_0364_description^,^Simple wooden planks used in carpentry.<br>Exchanged from Crude Wood with Blueton at the Artisan Square in Hakain's crossing.^,^^,^^,^^,^^,^^
^EX_0_0365_name^,^Anniversary Balloon^,^^,^^,^^,^^,^^
^EX_0_0365_description^,^Balloons, tHat were stolen by the mean Rabbinis in Hakana's Highlands duRing the Divine Anniversary event.^,^^,^^,^^,^^,^^
^EX_0_0366_name^,^Special Woodcrafting Hammer^,^^,^^,^^,^^,^^
^EX_0_0366_description^,^A hammer specially made for fine carpentry.^,^^,^^,^^,^^,^^
^EX_0_0367_name^,^Cute Nightmare Doll^,^^,^^,^^,^^,^^
^EX_0_0367_description^,^A doll tHat resembles the familiar Nightmare.^,^^,^^,^^,^^,^^
^EX_0_0368_name^,^Magical Rainbow Heart^,^^,^^,^^,^^,^^
^EX_0_0368_description^,^A colorful crystal-heart full of energy. It seems like it could even bRing a simple doll to life.^,^^,^^,^^,^^,^^
